,author,title,description,url,content,source
615,Kyle Barr,Leaks Show Samsung Galaxy S25 Ultra Looking a Lot Like an iPhone,"The Samsung Galaxy S25 features flat sides and rounded corners, just like the Pixel 9, and just like the iPhone.",https://gizmodo.com/leaks-show-samsung-galaxy-s25-ultra-looking-a-lot-like-an-iphone-2000527575,"The Samsung Galaxy S24 Ultra has a very distinct look, featuring squared corners and rounded sides, but leaks show the sequel phone might have a more standardized design. Images showing dummy units f… [+3169 chars]",2024-11-21T15:12:25Z
616,Simon Sharwood,Supply chain management vendor Blue Yonder succumbs to ransomware,"And it looks like major UK retailers that rely on it are feeling the pinch
US-based supply chain SaaS vendor Blue Yonder has revealed a service disruption caused by ransomware, and its customers are reportedly struggling to get goods onto shelves as a result.…",https://www.theregister.com/2024/11/26/blue_yonder_ransomware/,"US-based supply chain SaaS vendor Blue Yonder has revealed a service disruption caused by ransomware, and its customers are reportedly struggling to get goods onto shelves as a result.
The vendor la… [+2109 chars]",2024-11-26T01:27:10Z
617,Connor Jones,OpenWrt orders router firmware updates after supply chain attack scare,"A couple of bugs lead to a potentially bad time
OpenWrt users should upgrade their images to the same version to protect themselves from a possible supply chain attack reported to the open source Wi-Fi router project last week.…<!--#include virtual='/data_cen…",https://www.theregister.com/2024/12/09/openwrt_firmware_vulnerabilities/,"OpenWrt users should upgrade their images to the same version to protect themselves from a possible supply chain attack reported to the open source Wi-Fi router project last week.
Paul Spooren, deve… [+2783 chars]",2024-12-09T14:04:12Z
618,news@appleinsider.com (Wesley Hilliard),Supply chain hints at two potential Apple product releases set for 2026,"An Apple supplier may have been tapped to build an Apple-designed smart home camera and future health-focused AirPods, according to analyst Ming-Chi Kuo.Tapo smart cameras compatible with Apple HomeKitAfter Apple abandoned the decade-long Apple Car project, r…",https://appleinsider.com/articles/24/11/12/supply-chain-hints-at-two-potential-apple-product-releases-set-for-2026,"An Apple supplier may have been tapped to build an Apple-designed smart home camera and future health-focused AirPods, according to analyst Ming-Chi Kuo.
After Apple abandoned the decade-long Apple … [+2532 chars]",2024-11-12T04:02:53Z
619,news@appleinsider.com (William Gallagher),Supply chain report says iPhone SE 4 will launch in March 2025,"Analysts from Barclays bank claim to have confirmed that the iPhone SE 4 will in March 2025 as previously expected.An iPhone 14, the design of which the iPhone SE 4 could be based on. The prediction of a March date is far from new. However, this time Barclays…",https://appleinsider.com/articles/24/11/20/supply-chain-report-says-iphone-se-4-will-launch-in-march-2025,"Analysts from Barclays bank claim to have confirmed that the iPhone SE 4 will in March 2025 as previously expected.
The prediction of a March date is far from new. However, this time Barclays is cla… [+998 chars]",2024-11-20T11:35:19Z
620,news@appleinsider.com (Malcolm Owen),Tim Cook heads to China for supply chain talks with premier,"Apple CEO Tim Cook has returned to China for discussions with premier Li Qiang, in discussions to aid both the global supply chain and the Chinese economy.Apple CEO Tim Cook - Image credit: AppleApple's leadership frequently makes visits to China and other re…",https://appleinsider.com/articles/24/11/25/tim-cook-heads-to-china-for-supply-chain-pow-wow-with-premier,"Apple CEO Tim Cook has returned to China for discussions with premier Li Qiang, in discussions to aid both the global supply chain and the Chinese economy. 
Apple's leadership frequently makes visit… [+1995 chars]",2024-11-25T14:24:10Z
621,Hartley Charlton,Apple Vision Pro 2 With M5 Chip May Not Launch Until 2026,"Apple's second-generation Vision Pro headset with the M5 chip could launch as late as 2026, according to Bloomberg's Mark Gurman.





In the latest edition of his ""Power On"" newsletter, Gurman said that the second-generation Vision Pro headset will focus on …",https://www.macrumors.com/2024/11/11/vision-pro-2-with-m5-may-not-launch-until-2026/,"Apple's second-generation Vision Pro headset with the M5 chip could launch as late as 2026, according to Bloomberg's Mark Gurman.
In the latest edition of his ""Power On"" newsletter, Gurman said that… [+1166 chars]",2024-11-11T12:03:40Z
622,Tim Hardwick,"TSMC 2nm Chip Production Hits 60% Yield, on Track for iPhone 18 Pro","TSMC has achieved better-than-expected results in trial production of its 2-nanometer chip technology, with yield rates exceeding 60%, according to Taiwanese supply chain sources (via Liberty Times Net). The news suggests the company is well-positioned to beg…",https://www.macrumors.com/2024/12/06/tsmc-2nm-chip-production-on-track-iphone-18-pro/,"TSMC has achieved better-than-expected results in trial production of its 2-nanometer chip technology, with yield rates exceeding 60%, according to Taiwanese supply chain sources (via Liberty Times N… [+1671 chars]",2024-12-06T13:55:23Z
623,Joe Rossignol,Apple Again Rumored to Launch Smart Home Camera Alongside HomePod With Display,"Apple supply chain analyst Ming-Chi Kuo today again said that Apple plans to release its own HomeKit-enabled wireless smart home camera in 2026.



Logitech Circle View camera

In a blog post about Apple's smart home plans, Kuo said the camera will have tight…",https://www.macrumors.com/2024/12/04/apple-smart-home-camera-rumor/,"Apple supply chain analyst Ming-Chi Kuo today again said that Apple plans to release its own HomeKit-enabled wireless smart home camera in 2026.
In a blog post about Apple's smart home plans, Kuo sa… [+1706 chars]",2024-12-04T15:41:17Z
624,Pete Syme,CEO says his airline's all-Airbus fleet is a 'better alternative' as rivals struggle with Boeing blues and engine issues,"EasyJet delivered a record-breaking summer, bucking the broader trend of stuttering growth among European budget airline rivals.",https://www.businessinsider.com/easyjet-posts-record-profits-avoids-boeing-blues-and-engine-issues-2024-11,"An easyJet Airbus A320.Joan Valls/Urbanandsport/NurPhoto via Getty Images
<ul><li>European budget airline giant EasyJet reported a record-breaking summer for profits on Wednesday.</li><li>Its CEO to… [+2556 chars]",2024-11-27T10:50:57Z
625,Chance Miller,iPhone SE 4 is coming soon; here are the latest rumors,"Apple is reportedly set to launch the iPhone SE 4 in just a few short months. The update will bring a dramatic overhaul to Apple’s most affordable iPhone. 



A new supply chain report this week has some additional details on what to expect from the iPhone SE…",https://9to5mac.com/2024/12/09/iphone-se-4-camera-rumors/,"Apple is reportedly set to launch the iPhone SE 4 in just a few short months. The update will bring a dramatic overhaul to Apple’s most affordable iPhone. 
A new supply chain report this week has so… [+1467 chars]",2024-12-09T13:18:51Z
626,Chance Miller,Rumor: iPhone 17 Air might not be as thin as Apple had initially hoped,"Apple is widely expected to unveil an all-new iPhone 17 Air next year that puts an emphasis on form over function. The new iPhone 17 Air has been described as “ultra-slim,” but a new supply chain report this week says Apple has hit a roadblock in making the d…",https://9to5mac.com/2024/11/11/rumor-iphone-17-air-might-not-be-as-thin-as-apple-had-intially-hoped/,"Apple is widely expected to unveil an all-new iPhone 17 Air next year that puts an emphasis on form over function. The new iPhone 17 Air has been described as ultra-slim, but a new supply chain repor… [+1765 chars]",2024-11-11T14:04:12Z
627,Joe Rossignol,Pro Display XDR 2 Expected to Feature Quantum-Dot Technology,"In a blog post this week, Display Supply Chain Consultants CEO Ross Young said that he expects Apple's next-generation Pro Display XDR to feature the same quantum-dot display technology adopted by the latest MacBook Pro models.





It is unclear if Young con…",https://www.macrumors.com/2024/11/19/pro-display-xdr-2-quantom-dot-rumor/,"In a blog post this week, Display Supply Chain Consultants CEO Ross Young said that he expects Apple's next-generation Pro Display XDR to feature the same quantum-dot display technology adopted by th… [+1712 chars]",2024-11-19T16:11:57Z
628,Tim Hardwick,"iPhone SE 4 Said to Feature 48MP Rear Lens, 12MP TrueDepth Camera","Apple's forthcoming iPhone SE 4 will feature a single 48-megapixel rear camera and a 12-megapixel TrueDepth camera on the front, according to details revealed in a new Korean supply chain report.





ET News reports that Korea-based LG Innotek is the main su…",https://www.macrumors.com/2024/12/09/iphone-se-4-camera-details-revealed/,"Apple's forthcoming iPhone SE 4 will feature a single 48-megapixel rear camera and a 12-megapixel TrueDepth camera on the front, according to details revealed in a new Korean supply chain report.
ET… [+1284 chars]",2024-12-09T12:48:44Z
629,Simon Sharwood,China encourages local orgs to seek alternatives to US silicon,"Which could be in short supply as Beijing bans rare earth exports
Four of China's top industry bodies have published advice suggesting members source fewer semiconductors from US silicon slingers, because supply chain issues caused by sanctions mean they are …",https://www.theregister.com/2024/12/05/china_stop_buying_us_chips_advice/,"Four of China's top industry bodies have published advice suggesting members source fewer semiconductors from US silicon slingers, because supply chain issues caused by sanctions mean they are ""no lo… [+2600 chars]",2024-12-05T05:37:59Z
630,Kyle Barr,The M4 MacBook Pro Might Be Hiding a Significant Screen Upgrade,"The M4 MacBook Pro models may be featuring quantum dot technology, though the jury is still out on whether these displays are truly better than before.",https://gizmodo.com/the-m4-macbook-pro-might-be-hiding-a-significant-screen-upgrade-2000524997,"If the rumors are true, the latest MacBook Pro 14 and Pro 16 models could hide a secret upgrade. The new MacBooks reportedly switched to quantum dot displays, a technology that practically every disp… [+3826 chars]",2024-11-15T15:02:10Z
631,jhart@insider.com (Jordan Hart),Apple's future product lineup is starting to come into focus,"Apple appears to be evolving its hardware lineup with new smart home devices, wearables, and more.",https://www.businessinsider.com/apple-future-product-lineup-starting-to-come-into-focus-2024-11,"Apple's possible future product lineup suggests that the giant is entering a new era.
Many devices are reportedly in the works at the tech giant, and many of them are very different from its golden … [+2344 chars]",2024-11-14T20:12:15Z
632,"Meghan Morris,Chris Johnston",Here's what analysts are saying about Nvidia earnings,"Nvidia beat forecasts again in its third-quarter results, but one analyst says investors are concerned about a possible slowdown in future growth.",https://www.businessinsider.com/nvidia-earnings-analyst-comment-revenue-profits-blackwell-chips-wedbush-2024-11,"Jensen Huang is CEO of Nvidia and one of the world's richest people.David Zalubowski/AP; Chelsea Jia Feng/BI
<ul><li>Nvidia beat forecasts again in its third-quarter results on Wednesday.</li><li>CE… [+3593 chars]",2024-11-21T13:13:56Z
